
[00:00:00.000 --> 00:00:04.500]   Also herzlich willkommen zu dieser Einführung in die Programmierung.
[00:13:01.000 --> 00:13:03.000]   Das ist ein Anwesenzündung.
[00:13:03.000 --> 00:13:05.000]   Das ist ein Anwesenzündung.
[00:13:05.000 --> 00:13:07.000]   Das ist ein Anwesenzündung.
[00:13:07.000 --> 00:13:09.000]   Das ist ein Anwesenzündung.
[00:13:09.000 --> 00:13:11.000]   Das ist ein Anwesenzündung.
[00:13:11.000 --> 00:13:13.000]   Das ist ein Anwesenzündung.
[00:13:13.000 --> 00:13:15.000]   Das ist ein Anwesenzündung.
[00:13:15.000 --> 00:13:17.000]   Das ist ein Anwesenzündung.
[00:13:17.000 --> 00:13:19.000]   Das ist ein Anwesenzündung.
[00:13:19.000 --> 00:13:21.000]   Das ist ein Anwesenzündung.
[00:13:21.000 --> 00:13:23.000]   Das ist ein Anwesenzündung.
[00:13:23.000 --> 00:13:25.000]   Das ist ein Anwesenzündung.
[00:13:25.000 --> 00:13:27.000]   Das ist ein Anwesenzündung.
[00:13:27.000 --> 00:13:29.000]   Das ist ein Anwesenzündung.
[00:13:29.000 --> 00:13:31.000]   Das ist ein Anwesenzündung.
[00:13:31.000 --> 00:13:33.000]   Das ist ein Anwesenzündung.
[00:13:33.000 --> 00:13:35.000]   Das ist ein Anwesenzündung.
[00:13:35.000 --> 00:13:37.000]   Das ist ein Anwesenzündung.
[00:13:37.000 --> 00:13:39.000]   Das ist ein Anwesenzündung.
[00:13:39.000 --> 00:13:41.000]   Das ist ein Anwesenzündung.
[00:13:41.000 --> 00:13:43.000]   Das ist ein Anwesenzündung.
[00:13:43.000 --> 00:13:45.000]   Das ist ein Anwesenzündung.
[00:13:45.000 --> 00:13:47.000]   Das ist ein Anwesenzündung.
[00:13:47.000 --> 00:13:49.000]   Das ist ein Anwesenzündung.
[00:13:49.000 --> 00:13:51.000]   Das ist ein Anwesenzündung.
[00:13:51.000 --> 00:13:53.000]   Das ist ein Anwesenzündung.
[00:13:53.000 --> 00:13:55.000]   Das ist ein Anwesenzündung.
[00:13:55.000 --> 00:13:57.000]   Das ist ein Anwesenzündung.
[00:13:57.000 --> 00:13:59.000]   Das ist ein Anwesenzündung.
[00:13:59.000 --> 00:14:01.000]   Das ist ein Anwesenzündung.
[00:14:01.000 --> 00:14:03.000]   Das ist ein Anwesenzündung.
[00:14:03.000 --> 00:14:05.000]   Das ist ein Anwesenzündung.
[00:14:05.000 --> 00:14:07.000]   Das ist ein Anwesenzündung.
[00:14:07.000 --> 00:14:09.000]   Das ist ein Anwesenzündung.
[00:14:09.000 --> 00:14:11.000]   Das ist ein Anwesenzündung.
[00:14:11.000 --> 00:14:13.000]   Das ist ein Anwesenzündung.
[00:14:13.000 --> 00:14:15.000]   Das ist ein Anwesenzündung.
[00:14:15.000 --> 00:14:17.000]   Das ist ein Anwesenzündung.
[00:14:17.000 --> 00:14:19.000]   Das ist ein Anwesenzündung.
[00:14:19.000 --> 00:14:21.000]   Das ist ein Anwesenzündung.
[00:14:21.000 --> 00:14:23.000]   Das ist ein Anwesenzündung.
[00:14:23.000 --> 00:14:25.000]   Das ist ein Anwesenzündung.
[00:14:25.000 --> 00:14:27.000]   Das ist ein Anwesenzündung.
[00:14:27.000 --> 00:14:29.000]   Das ist ein Anwesenzündung.
[00:14:29.000 --> 00:14:31.000]   Das ist ein Anwesenzündung.
[00:14:31.000 --> 00:14:33.000]   Das ist ein Anwesenzündung.
[00:14:33.000 --> 00:14:35.000]   Das ist ein Anwesenzündung.
[00:14:35.000 --> 00:14:37.000]   Das ist ein Anwesenzündung.
[00:14:37.000 --> 00:14:39.000]   Das ist ein Anwesenzündung.
[00:14:39.000 --> 00:14:41.000]   Das ist ein Anwesenzündung.
[00:14:41.000 --> 00:14:43.000]   Das ist ein Anwesenzündung.
[00:14:43.000 --> 00:14:45.000]   Das ist ein Anwesenzündung.
[00:14:45.000 --> 00:14:47.000]   Das ist ein Anwesenzündung.
[00:14:47.000 --> 00:14:49.000]   Das ist ein Anwesenzündung.
[00:14:49.000 --> 00:14:51.000]   Das ist ein Anwesenzündung.
[00:14:51.000 --> 00:14:53.000]   Das ist ein Anwesenzündung.
[00:14:53.000 --> 00:14:55.000]   Das ist ein Anwesenzündung.
[00:14:55.000 --> 00:14:57.000]   Das ist ein Anwesenzündung.
[00:14:57.000 --> 00:14:59.000]   Das ist ein Anwesenzündung.
[00:14:59.000 --> 00:15:01.000]   Das ist ein Anwesenzündung.
[00:15:01.000 --> 00:15:03.000]   Das ist ein Anwesenzündung.
[00:15:03.000 --> 00:15:05.000]   Das ist ein Anwesenzündung.
[00:15:05.000 --> 00:15:07.000]   Das ist ein Anwesenzündung.
[00:15:07.000 --> 00:15:09.000]   Das ist ein Anwesenzündung.
[00:15:09.000 --> 00:15:11.000]   Das ist ein Anwesenzündung.
[00:15:11.000 --> 00:15:13.000]   Das ist ein Anwesenzündung.
[00:15:13.000 --> 00:15:15.000]   Das ist ein Anwesenzündung.
[00:15:15.000 --> 00:15:17.000]   Das ist ein Anwesenzündung.
[00:15:17.000 --> 00:15:19.000]   Das ist ein Anwesenzündung.
[00:15:19.000 --> 00:15:21.000]   Das ist ein Anwesenzündung.
[00:15:21.000 --> 00:15:23.000]   Das ist ein Anwesenzündung.
[00:15:23.000 --> 00:15:25.000]   Das ist ein Anwesenzündung.
[00:15:25.000 --> 00:15:27.000]   Das ist ein Anwesenzündung.
[00:15:27.000 --> 00:15:29.000]   Das ist ein Anwesenzündung.
[00:15:29.000 --> 00:15:31.000]   Das ist ein Anwesenzündung.
[00:15:31.000 --> 00:15:33.000]   Das ist ein Anwesenzündung.
[00:15:33.000 --> 00:15:35.000]   Das ist ein Anwesenzündung.
[00:15:35.000 --> 00:15:37.000]   Das ist ein Anwesenzündung.
[00:15:37.000 --> 00:15:39.000]   Das ist ein Anwesenzündung.
[00:15:39.000 --> 00:15:41.000]   Das ist ein Anwesenzündung.
[00:15:41.000 --> 00:15:43.000]   Das ist ein Anwesenzündung.
[00:15:43.000 --> 00:15:45.000]   Das ist ein Anwesenzündung.
[00:15:45.000 --> 00:15:47.000]   Das ist ein Anwesenzündung.
[00:15:47.000 --> 00:15:49.000]   Das ist ein Anwesenzündung.
[00:15:49.000 --> 00:15:51.000]   Das ist ein Anwesenzündung.
[00:15:51.000 --> 00:15:53.000]   Das ist ein Anwesenzündung.
[00:15:53.000 --> 00:15:55.000]   Das ist ein Anwesenzündung.
[00:15:55.000 --> 00:15:57.000]   Das ist ein Anwesenzündung.
[00:15:57.000 --> 00:15:59.000]   Das ist ein Anwesenzündung.
[00:15:59.000 --> 00:16:01.000]   Das ist ein Anwesenzündung.
[00:16:01.000 --> 00:16:03.000]   Das ist ein Anwesenzündung.
[00:16:03.000 --> 00:16:05.000]   Das ist ein Anwesenzündung.
[00:16:05.000 --> 00:16:07.000]   Das ist ein Anwesenzündung.
[00:16:07.000 --> 00:16:09.000]   Das ist ein Anwesenzündung.
[00:16:09.000 --> 00:16:11.000]   Das ist ein Anwesenzündung.
[00:16:11.000 --> 00:16:13.000]   Das ist ein Anwesenzündung.
[00:16:13.000 --> 00:16:15.000]   Das ist ein Anwesenzündung.
[00:16:15.000 --> 00:16:17.000]   Das ist ein Anwesenzündung.
[00:16:17.000 --> 00:16:19.000]   Das ist ein Anwesenzündung.
[00:16:19.000 --> 00:16:21.000]   Das ist ein Anwesenzündung.
[00:16:21.000 --> 00:16:23.000]   Das ist ein Anwesenzündung.
[00:16:23.000 --> 00:16:25.000]   Das ist ein Anwesenzündung.
[00:16:25.000 --> 00:16:27.000]   Das ist ein Anwesenzündung.
[00:16:27.000 --> 00:16:29.000]   Das ist ein Anwesenzündung.
[00:16:29.000 --> 00:16:31.000]   Das ist ein Anwesenzündung.
[00:16:31.000 --> 00:16:33.000]   Das ist ein Anwesenzündung.
[00:16:33.000 --> 00:16:35.000]   Das ist ein Anwesenzündung.
[00:16:35.000 --> 00:16:37.000]   Das ist ein Anwesenzündung.
[00:16:37.000 --> 00:16:39.000]   Das ist ein Anwesenzündung.
[00:16:39.000 --> 00:16:41.000]   Das ist ein Anwesenzündung.
[00:16:41.000 --> 00:16:43.000]   Das ist ein Anwesenzündung.
[00:16:43.000 --> 00:16:45.000]   Das ist ein Anwesenzündung.
[00:16:45.000 --> 00:16:47.000]   Das ist ein Anwesenzündung.
[00:16:47.000 --> 00:16:49.000]   Das ist ein Anwesenzündung.
[00:16:49.000 --> 00:16:51.000]   Das ist ein Anwesenzündung.
[00:16:51.000 --> 00:16:53.000]   Das ist ein Anwesenzündung.
[00:16:53.000 --> 00:16:55.000]   Das ist ein Anwesenzündung.
[00:16:55.000 --> 00:16:57.000]   Das ist ein Anwesenzündung.
[00:16:57.000 --> 00:16:59.000]   Das ist ein Anwesenzündung.
[00:16:59.000 --> 00:17:01.000]   Das ist ein Anwesenzündung.
[00:17:01.000 --> 00:17:03.000]   Das ist ein Anwesenzündung.
[00:17:03.000 --> 00:17:05.000]   Das ist ein Anwesenzündung.
[00:17:05.000 --> 00:17:07.000]   Das ist ein Anwesenzündung.
[00:17:07.000 --> 00:17:09.000]   Das ist ein Anwesenzündung.
[00:17:09.000 --> 00:17:11.000]   Das ist ein Anwesenzündung.
[00:17:11.000 --> 00:17:13.000]   Das ist ein Anwesenzündung.
[00:17:13.000 --> 00:17:15.000]   Das ist ein Anwesenzündung.
[00:17:15.000 --> 00:17:17.000]   Das ist ein Anwesenzündung.
[00:17:17.000 --> 00:17:19.000]   Das ist ein Anwesenzündung.
[00:17:19.000 --> 00:17:21.000]   Das ist ein Anwesenzündung.
[00:17:21.000 --> 00:17:23.000]   Das ist ein Anwesenzündung.
[00:17:23.000 --> 00:17:25.000]   Das ist ein Anwesenzündung.
[00:17:25.000 --> 00:17:27.000]   Das ist ein Anwesenzündung.
[00:17:27.000 --> 00:17:29.000]   Das ist ein Anwesenzündung.
[00:17:29.000 --> 00:17:31.000]   Das ist ein Anwesenzündung.
[00:17:31.000 --> 00:17:33.000]   Das ist ein Anwesenzündung.
[00:17:33.000 --> 00:17:35.000]   Das ist ein Anwesenzündung.
[00:17:35.000 --> 00:17:37.000]   Das ist ein Anwesenzündung.
[00:17:37.000 --> 00:17:39.000]   Das ist ein Anwesenzündung.
[00:17:39.000 --> 00:17:41.000]   Das ist ein Anwesenzündung.
[00:17:41.000 --> 00:17:43.000]   Das ist ein Anwesenzündung.
[00:17:43.000 --> 00:17:45.000]   Das ist ein Anwesenzündung.
[00:17:45.000 --> 00:17:47.000]   Das ist ein Anwesenzündung.
[00:17:47.000 --> 00:17:49.000]   Das ist ein Anwesenzündung.
[00:17:49.000 --> 00:17:51.000]   Das ist ein Anwesenzündung.
[00:17:51.000 --> 00:17:53.000]   Das ist ein Anwesenzündung.
[00:17:53.000 --> 00:17:55.000]   Das ist ein Anwesenzündung.
[00:17:55.000 --> 00:17:57.000]   Das ist ein Anwesenzündung.
[00:17:57.000 --> 00:17:59.000]   Das ist ein Anwesenzündung.
[00:17:59.000 --> 00:18:01.000]   Das ist ein Anwesenzündung.
[00:18:01.000 --> 00:18:03.000]   Das ist ein Anwesenzündung.
[00:18:03.000 --> 00:18:05.000]   Das ist ein Anwesenzündung.
[00:18:05.000 --> 00:18:07.000]   Das ist ein Anwesenzündung.
[00:18:07.000 --> 00:18:09.000]   Das ist ein Anwesenzündung.
[00:18:09.000 --> 00:18:11.000]   Das ist ein Anwesenzündung.
[00:18:11.000 --> 00:18:13.000]   Das ist ein Anwesenzündung.
[00:18:13.000 --> 00:18:15.000]   Das ist ein Anwesenzündung.
[00:18:15.000 --> 00:18:17.000]   Das ist ein Anwesenzündung.
[00:18:17.000 --> 00:18:19.000]   Das ist ein Anwesenzündung.
[00:18:19.000 --> 00:18:21.000]   Das ist ein Anwesenzündung.
[00:18:21.000 --> 00:18:23.000]   Das ist ein Anwesenzündung.
[00:18:23.000 --> 00:18:25.000]   Das ist ein Anwesenzündung.
[00:18:25.000 --> 00:18:27.000]   Das ist ein Anwesenzündung.
[00:18:27.000 --> 00:18:29.000]   Das ist ein Anwesenzündung.
[00:18:29.000 --> 00:18:31.000]   Das ist ein Anwesenzündung.
[00:18:31.000 --> 00:18:33.000]   Das ist ein Anwesenzündung.
[00:18:33.000 --> 00:18:35.000]   Das ist ein Anwesenzündung.
[00:18:35.000 --> 00:18:37.000]   Das ist ein Anwesenzündung.
[00:18:37.000 --> 00:18:39.000]   Das ist ein Anwesenzündung.
[00:18:39.000 --> 00:18:41.000]   Das ist ein Anwesenzündung.
[00:18:41.000 --> 00:18:43.000]   Das ist ein Anwesenzündung.
[00:18:43.000 --> 00:18:45.000]   Das ist ein Anwesenzündung.
[00:18:45.000 --> 00:18:47.000]   Das ist ein Anwesenzündung.
[00:18:47.000 --> 00:18:49.000]   Das ist ein Anwesenzündung.
[00:18:49.000 --> 00:18:51.000]   Das ist ein Anwesenzündung.
[00:18:51.000 --> 00:18:53.000]   Das ist ein Anwesenzündung.
[00:18:53.000 --> 00:18:55.000]   Das ist ein Anwesenzündung.
[00:18:55.000 --> 00:18:57.000]   Das ist ein Anwesenzündung.
[00:18:57.000 --> 00:18:59.000]   Das ist ein Anwesenzündung.
[00:18:59.000 --> 00:19:01.000]   Das ist ein Anwesenzündung.
[00:19:01.000 --> 00:19:03.000]   Das ist ein Anwesenzündung.
[00:19:03.000 --> 00:19:05.000]   Das ist ein Anwesenzündung.
[00:19:05.000 --> 00:19:07.000]   Das ist ein Anwesenzündung.
[00:19:07.000 --> 00:19:09.000]   Das ist ein Anwesenzündung.
[00:19:09.000 --> 00:19:11.000]   Das ist ein Anwesenzündung.
[00:19:11.000 --> 00:19:13.000]   Das ist ein Anwesenzündung.
[00:19:13.000 --> 00:19:15.000]   Das ist ein Anwesenzündung.
[00:19:15.000 --> 00:19:17.000]   Das ist ein Anwesenzündung.
[00:19:17.000 --> 00:19:19.000]   Das ist ein Anwesenzündung.
[00:19:19.000 --> 00:19:21.000]   Das ist ein Anwesenzündung.
[00:19:21.000 --> 00:19:23.000]   Das ist ein Anwesenzündung.
[00:19:23.000 --> 00:19:25.000]   Das ist ein Anwesenzündung.
[00:19:25.000 --> 00:19:27.000]   Das ist ein Anwesenzündung.
[00:19:27.000 --> 00:19:29.000]   Das ist ein Anwesenzündung.
[00:19:29.000 --> 00:19:31.000]   Das ist ein Anwesenzündung.
[00:19:31.000 --> 00:19:33.000]   Das ist ein Anwesenzündung.
[00:19:33.000 --> 00:19:35.000]   Das ist ein Anwesenzündung.
[00:19:35.000 --> 00:19:37.000]   Das ist ein Anwesenzündung.
[00:19:37.000 --> 00:19:39.000]   Das ist ein Anwesenzündung.
[00:19:39.000 --> 00:19:41.000]   Das ist ein Anwesenzündung.
[00:19:41.000 --> 00:19:43.000]   Das ist ein Anwesenzündung.
[00:19:43.000 --> 00:19:45.000]   Das ist ein Anwesenzündung.
[00:19:45.000 --> 00:19:47.000]   Das ist ein Anwesenzündung.
[00:19:47.000 --> 00:19:49.000]   Das ist ein Anwesenzündung.
[00:19:49.000 --> 00:19:51.000]   Das ist ein Anwesenzündung.
[00:19:51.000 --> 00:19:53.000]   Das ist ein Anwesenzündung.
[00:19:53.000 --> 00:19:55.000]   Das ist ein Anwesenzündung.
[00:19:55.000 --> 00:19:57.000]   Das ist ein Anwesenzündung.
[00:19:57.000 --> 00:19:59.000]   Das ist ein Anwesenzündung.
[00:19:59.000 --> 00:20:01.000]   Das ist ein Anwesenzündung.
[00:20:01.000 --> 00:20:03.000]   Das ist ein Anwesenzündung.
[00:20:03.000 --> 00:20:05.000]   Das ist ein Anwesenzündung.
[00:20:05.000 --> 00:20:07.000]   Das ist ein Anwesenzündung.
[00:20:07.000 --> 00:20:09.000]   Das ist ein Anwesenzündung.
[00:20:09.000 --> 00:20:11.000]   Das ist ein Anwesenzündung.
[00:20:11.000 --> 00:20:13.000]   Das ist ein Anwesenzündung.
[00:20:13.000 --> 00:20:15.000]   Das ist ein Anwesenzündung.
[00:20:15.000 --> 00:20:17.000]   Das ist ein Anwesenzündung.
[00:20:17.000 --> 00:20:19.000]   Das ist ein Anwesenzündung.
[00:20:19.000 --> 00:20:21.000]   Das ist ein Anwesenzündung.
[00:20:21.000 --> 00:20:23.000]   Das ist ein Anwesenzündung.
[00:20:23.000 --> 00:20:25.000]   Das ist ein Anwesenzündung.
[00:20:25.000 --> 00:20:27.000]   Das ist ein Anwesenzündung.
[00:20:27.000 --> 00:20:29.000]   Das ist ein Anwesenzündung.
[00:20:29.000 --> 00:20:31.000]   Das ist ein Anwesenzündung.
[00:20:31.000 --> 00:20:33.000]   Das ist ein Anwesenzündung.
[00:20:33.000 --> 00:20:35.000]   Das ist ein Anwesenzündung.
[00:20:35.000 --> 00:20:37.000]   Das ist ein Anwesenzündung.
[00:20:37.000 --> 00:20:39.000]   Das ist ein Anwesenzündung.
[00:20:39.000 --> 00:20:41.000]   Das ist ein Anwesenzündung.
[00:20:41.000 --> 00:20:43.000]   Das ist ein Anwesenzündung.
[00:20:43.000 --> 00:20:45.000]   Das ist ein Anwesenzündung.
[00:20:45.000 --> 00:20:47.000]   Das ist ein Anwesenzündung.
[00:20:47.000 --> 00:20:49.000]   Das ist ein Anwesenzündung.
[00:20:49.000 --> 00:20:51.000]   Das ist ein Anwesenzündung.
[00:20:51.000 --> 00:20:53.000]   Das ist ein Anwesenzündung.
[00:20:53.000 --> 00:20:55.000]   Das ist ein Anwesenzündung.
[00:20:55.000 --> 00:20:57.000]   Das ist ein Anwesenzündung.
[00:20:57.000 --> 00:20:59.000]   Das ist ein Anwesenzündung.
[00:20:59.000 --> 00:21:01.000]   Das ist ein Anwesenzündung.
[00:21:01.000 --> 00:21:03.000]   Das ist ein Anwesenzündung.
[00:21:03.000 --> 00:21:05.000]   Das ist ein Anwesenzündung.
[00:21:05.000 --> 00:21:07.000]   Das ist ein Anwesenzündung.
[00:21:07.000 --> 00:21:09.000]   Das ist ein Anwesenzündung.
[00:21:09.000 --> 00:21:11.000]   Das ist ein Anwesenzündung.
[00:21:11.000 --> 00:21:13.000]   Das ist ein Anwesenzündung.
[00:21:13.000 --> 00:21:15.000]   Das ist ein Anwesenzündung.
[00:21:15.000 --> 00:21:17.000]   Das ist ein Anwesenzündung.
[00:21:17.000 --> 00:21:19.000]   Das ist ein Anwesenzündung.
[00:21:19.000 --> 00:21:21.000]   Das ist ein Anwesenzündung.
[00:21:21.000 --> 00:21:23.000]   Das ist ein Anwesenzündung.
[00:21:23.000 --> 00:21:25.000]   Das ist ein Anwesenzündung.
[00:21:25.000 --> 00:21:27.000]   Das ist ein Anwesenzündung.
[00:21:27.000 --> 00:21:29.000]   Das ist ein Anwesenzündung.
[00:21:29.000 --> 00:21:31.000]   Das ist ein Anwesenzündung.
[00:21:31.000 --> 00:21:33.000]   Das ist ein Anwesenzündung.
[00:21:33.000 --> 00:21:35.000]   Das ist ein Anwesenzündung.
[00:21:35.000 --> 00:21:37.000]   Das ist ein Anwesenzündung.
[00:21:37.000 --> 00:21:39.000]   Das ist ein Anwesenzündung.
[00:21:39.000 --> 00:21:41.000]   Das ist ein Anwesenzündung.
[00:21:41.000 --> 00:21:43.000]   Das ist ein Anwesenzündung.
[00:21:43.000 --> 00:21:45.000]   Das ist ein Anwesenzündung.
[00:21:45.000 --> 00:21:47.000]   Das ist ein Anwesenzündung.
[00:21:47.000 --> 00:21:49.000]   Das ist ein Anwesenzündung.
[00:21:49.000 --> 00:21:51.000]   Das ist ein Anwesenzündung.
[00:21:51.000 --> 00:21:53.000]   Das ist ein Anwesenzündung.
[00:21:53.000 --> 00:21:55.000]   Das ist ein Anwesenzündung.
[00:21:55.000 --> 00:21:57.000]   Das ist ein Anwesenzündung.
[00:21:57.000 --> 00:21:59.000]   Das ist ein Anwesenzündung.
[00:21:59.000 --> 00:22:01.000]   Das ist ein Anwesenzündung.
[00:22:01.000 --> 00:22:03.000]   Das ist ein Anwesenzündung.
[00:22:03.000 --> 00:22:05.000]   Das ist ein Anwesenzündung.
[00:22:05.000 --> 00:22:07.000]   Das ist ein Anwesenzündung.
[00:22:07.000 --> 00:22:09.000]   Das ist ein Anwesenzündung.
[00:22:09.000 --> 00:22:11.000]   Das ist ein Anwesenzündung.
[00:22:11.000 --> 00:22:13.000]   Das ist ein Anwesenzündung.
[00:22:13.000 --> 00:22:15.000]   Das ist ein Anwesenzündung.
[00:22:15.000 --> 00:22:17.000]   Das ist ein Anwesenzündung.
[00:22:17.000 --> 00:22:19.000]   Das ist ein Anwesenzündung.
[00:22:19.000 --> 00:22:21.000]   Das ist ein Anwesenzündung.
[00:22:21.000 --> 00:22:23.000]   Das ist ein Anwesenzündung.
[00:22:23.000 --> 00:22:25.000]   Das ist ein Anwesenzündung.
[00:22:25.000 --> 00:22:27.000]   Das ist ein Anwesenzündung.
[00:22:27.000 --> 00:22:29.000]   Das ist ein Anwesenzündung.
[00:22:29.000 --> 00:22:31.000]   Das ist ein Anwesenzündung.
[00:22:31.000 --> 00:22:33.000]   Das ist ein Anwesenzündung.
[00:22:33.000 --> 00:22:35.000]   Das ist ein Anwesenzündung.
[00:22:35.000 --> 00:22:37.000]   Das ist ein Anwesenzündung.
[00:22:37.000 --> 00:22:39.000]   Das ist ein Anwesenzündung.
[00:22:39.000 --> 00:22:41.000]   Das ist ein Anwesenzündung.
[00:22:41.000 --> 00:22:43.000]   Das ist ein Anwesenzündung.
[00:22:43.000 --> 00:22:45.000]   Das ist ein Anwesenzündung.
[00:22:45.000 --> 00:22:47.000]   Das ist ein Anwesenzündung.
[00:22:47.000 --> 00:22:49.000]   Das ist ein Anwesenzündung.
[00:22:49.000 --> 00:22:51.000]   Das ist ein Anwesenzündung.
[00:22:51.000 --> 00:22:53.000]   Das ist ein Anwesenzündung.
[00:22:53.000 --> 00:22:55.000]   Das ist ein Anwesenzündung.
[00:22:55.000 --> 00:22:57.000]   Das ist ein Anwesenzündung.
[00:22:57.000 --> 00:22:59.000]   Das ist ein Anwesenzündung.
[00:22:59.000 --> 00:23:01.000]   Das ist ein Anwesenzündung.
[00:23:01.000 --> 00:23:03.000]   Das ist ein Anwesenzündung.
[00:23:03.000 --> 00:23:05.000]   Das ist ein Anwesenzündung.
[00:23:05.000 --> 00:23:07.000]   Das ist ein Anwesenzündung.
[00:23:07.000 --> 00:23:09.000]   Das ist ein Anwesenzündung.
[00:23:09.000 --> 00:23:11.000]   Das ist ein Anwesenzündung.
[00:23:11.000 --> 00:23:13.000]   Das ist ein Anwesenzündung.
[00:23:13.000 --> 00:23:15.000]   Das ist ein Anwesenzündung.
[00:23:15.000 --> 00:23:17.000]   Das ist ein Anwesenzündung.
[00:23:17.000 --> 00:23:19.000]   Das ist ein Anwesenzündung.
[00:23:19.000 --> 00:23:21.000]   Das ist ein Anwesenzündung.
[00:23:21.000 --> 00:23:23.000]   Das ist ein Anwesenzündung.
[00:23:23.000 --> 00:23:25.000]   Das ist ein Anwesenzündung.
[00:23:25.000 --> 00:23:27.000]   Das ist ein Anwesenzündung.
[00:23:27.000 --> 00:23:29.000]   Das ist ein Anwesenzündung.
[00:23:29.000 --> 00:23:31.000]   Das ist ein Anwesenzündung.
[00:23:31.000 --> 00:23:33.000]   Das ist ein Anwesenzündung.
[00:23:33.000 --> 00:23:35.000]   Das ist ein Anwesenzündung.
[00:23:35.000 --> 00:23:37.000]   Das ist ein Anwesenzündung.
[00:23:37.000 --> 00:23:39.000]   Das ist ein Anwesenzündung.
[00:23:39.000 --> 00:23:41.000]   Das ist ein Anwesenzündung.
[00:23:41.000 --> 00:23:43.000]   Das ist ein Anwesenzündung.
[00:23:43.000 --> 00:23:45.000]   Das ist ein Anwesenzündung.
[00:23:45.000 --> 00:23:47.000]   Das ist ein Anwesenzündung.
[00:23:47.000 --> 00:23:49.000]   Das ist ein Anwesenzündung.
[00:23:49.000 --> 00:23:51.000]   Das ist ein Anwesenzündung.
[00:23:51.000 --> 00:23:53.000]   Das ist ein Anwesenzündung.
[00:23:53.000 --> 00:23:55.000]   Das ist ein Anwesenzündung.
[00:23:55.000 --> 00:23:57.000]   Das ist ein Anwesenzündung.
[00:23:57.000 --> 00:23:59.000]   Das ist ein Anwesenzündung.
[00:23:59.000 --> 00:24:01.000]   Das ist ein Anwesenzündung.
[00:24:01.000 --> 00:24:03.000]   Das ist ein Anwesenzündung.
[00:24:03.000 --> 00:24:05.000]   Das ist ein Anwesenzündung.
[00:24:05.000 --> 00:24:07.000]   Das ist ein Anwesenzündung.
[00:24:07.000 --> 00:24:09.000]   Das ist ein Anwesenzündung.
[00:24:09.000 --> 00:24:11.000]   Das ist ein Anwesenzündung.
[00:24:11.000 --> 00:24:13.000]   Das ist ein Anwesenzündung.
[00:24:13.000 --> 00:24:15.000]   Das ist ein Anwesenzündung.
[00:24:15.000 --> 00:24:17.000]   Das ist ein Anwesenzündung.
[00:24:17.000 --> 00:24:19.000]   Das ist ein Anwesenzündung.
[00:24:19.000 --> 00:24:21.000]   Das ist ein Anwesenzündung.
[00:24:21.000 --> 00:24:23.000]   Das ist ein Anwesenzündung.
[00:24:23.000 --> 00:24:25.000]   Das ist ein Anwesenzündung.
[00:24:25.000 --> 00:24:27.000]   Das ist ein Anwesenzündung.
[00:24:27.000 --> 00:24:29.000]   Das ist ein Anwesenzündung.
[00:24:29.000 --> 00:24:31.000]   Das ist ein Anwesenzündung.
[00:24:31.000 --> 00:24:33.000]   Das ist ein Anwesenzündung.
[00:24:33.000 --> 00:24:35.000]   Das ist ein Anwesenzündung.
[00:24:35.000 --> 00:24:37.000]   Das ist ein Anwesenzündung.
[00:24:37.000 --> 00:24:39.000]   Das ist ein Anwesenzündung.
[00:24:39.000 --> 00:24:41.000]   Das ist ein Anwesenzündung.
[00:24:41.000 --> 00:24:43.000]   Das ist ein Anwesenzündung.
[00:24:43.000 --> 00:24:45.000]   Das ist ein Anwesenzündung.
[00:24:45.000 --> 00:24:47.000]   Das ist ein Anwesenzündung.
[00:24:47.000 --> 00:24:49.000]   Das ist ein Anwesenzündung.
[00:24:49.000 --> 00:24:51.000]   Das ist ein Anwesenzündung.
[00:24:51.000 --> 00:24:53.000]   Das ist ein Anwesenzündung.
[00:24:53.000 --> 00:24:55.000]   Das ist ein Anwesenzündung.
[00:24:55.000 --> 00:24:57.000]   Das ist ein Anwesenzündung.
[00:24:57.000 --> 00:24:59.000]   Das ist ein Anwesenzündung.
[00:24:59.000 --> 00:25:01.000]   Das ist ein Anwesenzündung.
[00:25:01.000 --> 00:25:03.000]   Das ist ein Anwesenzündung.
[00:25:03.000 --> 00:25:05.000]   Das ist ein Anwesenzündung.
[00:25:05.000 --> 00:25:07.000]   Das ist ein Anwesenzündung.
[00:25:07.000 --> 00:25:09.000]   Das ist ein Anwesenzündung.
[00:25:09.000 --> 00:25:11.000]   Das ist ein Anwesenzündung.
[00:25:11.000 --> 00:25:13.000]   Das ist ein Anwesenzündung.
[00:25:13.000 --> 00:25:15.000]   Das ist ein Anwesenzündung.
[00:25:15.000 --> 00:25:17.000]   Das ist ein Anwesenzündung.
[00:25:17.000 --> 00:25:19.000]   Das ist ein Anwesenzündung.
[00:25:19.000 --> 00:25:21.000]   Das ist ein Anwesenzündung.
[00:25:21.000 --> 00:25:23.000]   Das ist ein Anwesenzündung.
[00:25:23.000 --> 00:25:25.000]   Das ist ein Anwesenzündung.
[00:25:25.000 --> 00:25:27.000]   Das ist ein Anwesenzündung.
[00:25:27.000 --> 00:25:29.000]   Das ist ein Anwesenzündung.
[00:25:29.000 --> 00:25:31.000]   Das ist ein Anwesenzündung.
[00:25:31.000 --> 00:25:33.000]   Das ist ein Anwesenzündung.
[00:25:33.000 --> 00:25:35.000]   Das ist ein Anwesenzündung.
